orig_entrada_saida,orig_data,orig_movimentacao,orig_produto,orig_instituicao,orig_quantidade,orig_preco_unitario,orig_valor_operacao,entrada_saida,data_iso,movimentacao_limpa,produto_limpo,instituicao_limpa,quantidade_numerica,preco_unitario_numerico,tipo_evento_normalizado,operacao_normalizada,ativo_ticker,ativo_nome_limpo,instituicao_normalizada,valor_total_numerico,auditoria_valor_original,categoria_evento,impacto_caixa,impacto_posicao,impacto_custo_medio,necessidade_revisao_manual,inconsistencia_qtd_preco_valor,motivo_revisao
Credito,28/02/2025,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.84,3.36,CREDITO,2025-02-28,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.84,PROVENTO,RENDIMENTO,BCIA11,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,3.36,"{""entrada_saida"":""Credito"",""data"":""28/02/2025"",""movimentacao"":""Rendimento"",""produto"":""BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""0.84"",""valor_operacao"":""3.36""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,25/02/2025,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.11,4.4,CREDITO,2025-02-25,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.11,PROVENTO,RENDIMENTO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,4.4,"{""entrada_saida"":""Credito"",""data"":""25/02/2025"",""movimentacao"":""Rendimento"",""produto"":""SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""0.11"",""valor_operacao"":""4.4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,21/02/2025,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.08,3.92,CREDITO,2025-02-21,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.08,PROVENTO,RENDIMENTO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,3.92,"{""entrada_saida"":""Credito"",""data"":""21/02/2025"",""movimentacao"":""Rendimento"",""produto"":""RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""49"",""preco_unitario"":""0.08"",""valor_operacao"":""3.92""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,21/02/2025,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.2,6,CREDITO,2025-02-21,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.2,PROVENTO,RENDIMENTO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,6,"{""entrada_saida"":""Credito"",""data"":""21/02/2025"",""movimentacao"":""Rendimento"",""produto"":""RZAK11 - RIZA AKIN FDO. INV. IMOB. FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""1.2"",""valor_operacao"":""6""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,19/02/2025,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,51,0.075,3.82,CREDITO,2025-02-19,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,51,0.075,PROVENTO,RENDIMENTO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,3.82,"{""entrada_saida"":""Credito"",""data"":""19/02/2025"",""movimentacao"":""Rendimento"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""51"",""preco_unitario"":""0.075"",""valor_operacao"":""3.82""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,0.79,3.95,CREDITO,2025-02-14,Rendimento,BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,0.79,PROVENTO,RENDIMENTO,BBGO11,BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,3.95,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""0.79"",""valor_operacao"":""3.95""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,1.6,3.2,CREDITO,2025-02-14,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,1.6,PROVENTO,RENDIMENTO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,3.2,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":""1.6"",""valor_operacao"":""3.2""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,1.05,4.2,CREDITO,2025-02-14,Rendimento,HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,1.05,PROVENTO,RENDIMENTO,HGCR11,PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4.2,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA."",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""1.05"",""valor_operacao"":""4.2""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.09,3.6,CREDITO,2025-02-14,Rendimento,MXRF11 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,0.09,PROVENTO,RENDIMENTO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,3.6,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""MXRF11 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""0.09"",""valor_operacao"":""3.6""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,0.8,4,CREDITO,2025-02-14,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,0.8,PROVENTO,RENDIMENTO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,4,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""0.8"",""valor_operacao"":""4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/02/2025,Rendimento,TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,1,4,CREDITO,2025-02-14,Rendimento,TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,1,PROVENTO,RENDIMENTO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,"{""entrada_saida"":""Credito"",""data"":""14/02/2025"",""movimentacao"":""Rendimento"",""produto"":""TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""1"",""valor_operacao"":""4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2025,Rendimento,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1.12,4.48,CREDITO,2025-02-13,Rendimento,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1.12,PROVENTO,RENDIMENTO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4.48,"{""entrada_saida"":""Credito"",""data"":""13/02/2025"",""movimentacao"":""Rendimento"",""produto"":""KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""1.12"",""valor_operacao"":""4.48""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,13/02/2025,Rendimento,KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,0.1,55,CREDITO,2025-02-13,Rendimento,KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,0.1,PROVENTO,RENDIMENTO,KNSC11,KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,55,"{""entrada_saida"":""Credito"",""data"":""13/02/2025"",""movimentacao"":""Rendimento"",""produto"":""KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""550"",""preco_unitario"":""0.1"",""valor_operacao"":""55""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,12/02/2025,Rendimento,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,5.5,CREDITO,2025-02-12,Rendimento,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.1,PROVENTO,RENDIMENTO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,5.5,"{""entrada_saida"":""Credito"",""data"":""12/02/2025"",""movimentacao"":""Rendimento"",""produto"":""HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""1.1"",""valor_operacao"":""5.5""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,07/02/2025,Rendimento,HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,1.23,2.46,CREDITO,2025-02-07,Rendimento,HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,1.23,PROVENTO,RENDIMENTO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2.46,"{""entrada_saida"":""Credito"",""data"":""07/02/2025"",""movimentacao"":""Rendimento"",""produto"":""HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":""1.23"",""valor_operacao"":""2.46""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,03/02/2025,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,CREDITO,2025-02-03,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,PROVENTO,JCP,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,0.23,"{""entrada_saida"":""Credito"",""data"":""03/02/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Debito,03/02/2025,RESGATE ANTECIPADO,CDB - CDBB246LJLE - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S/A,687533,0.01,7036.19,DEBITO,2025-02-03,RESGATE ANTECIPADO,CDB - CDBB246LJLE - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,687533,0.01,RENDA_FIXA,RESGATE_ANTECIPADO,CDB,CDBB246LJLE - BANCO BTG PACTUAL S.A.,BANCO BTG PACTUAL S.A.,7036.19,"{""entrada_saida"":""Debito"",""data"":""03/02/2025"",""movimentacao"":""RESGATE ANTECIPADO"",""produto"":""CDB - CDBB246LJLE - BANCO BTG PACTUAL S.A."",""instituicao"":""BANCO BTG PACTUAL S/A"",""quantidade"":""687533"",""preco_unitario"":""0.01"",""valor_operacao"":""7036.19""}",resgate,aumenta,reduz posição,não altera para posição remanescente,sim,sim,inconsistencia_qtd_preco_valor
Credito,31/01/2025,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.395,4.71,CREDITO,2025-01-31,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.395,PROVENTO,JCP,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,4.71,"{""entrada_saida"":""Credito"",""data"":""31/01/2025"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.395"",""valor_operacao"":""4.71""}",juros sobre capital próprio,aumenta,sem alteração,não altera,sim,sim,inconsistencia_qtd_preco_valor
Credito,29/01/2025,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.95,3.8,CREDITO,2025-01-29,Rendimento,BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,4,0.95,PROVENTO,RENDIMENTO,BCIA11,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,NU INVEST CORRETORA DE VALORES S.A.,3.8,"{""entrada_saida"":""Credito"",""data"":""29/01/2025"",""movimentacao"":""Rendimento"",""produto"":""BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""0.95"",""valor_operacao"":""3.8""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,24/01/2025,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.11,4.4,CREDITO,2025-01-24,Rendimento,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,0.11,PROVENTO,RENDIMENTO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,4.4,"{""entrada_saida"":""Credito"",""data"":""24/01/2025"",""movimentacao"":""Rendimento"",""produto"":""SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""0.11"",""valor_operacao"":""4.4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,23/01/2025,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.08,3.92,CREDITO,2025-01-23,Rendimento,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,0.08,PROVENTO,RENDIMENTO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,3.92,"{""entrada_saida"":""Credito"",""data"":""23/01/2025"",""movimentacao"":""Rendimento"",""produto"":""RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""49"",""preco_unitario"":""0.08"",""valor_operacao"":""3.92""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,22/01/2025,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.774,8.87,CREDITO,2025-01-22,Rendimento,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,1.774,PROVENTO,RENDIMENTO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,8.87,"{""entrada_saida"":""Credito"",""data"":""22/01/2025"",""movimentacao"":""Rendimento"",""produto"":""RZAK11 - RIZA AKIN FDO. INV. IMOB. FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""1.774"",""valor_operacao"":""8.87""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,20/01/2025,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,51,0.075,3.82,CREDITO,2025-01-20,Rendimento,CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,51,0.075,PROVENTO,RENDIMENTO,CPTS11,CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,NU INVEST CORRETORA DE VALORES S.A.,3.82,"{""entrada_saida"":""Credito"",""data"":""20/01/2025"",""movimentacao"":""Rendimento"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""51"",""preco_unitario"":""0.075"",""valor_operacao"":""3.82""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,15/01/2025,Rendimento,BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,2.28,11.4,CREDITO,2025-01-15,Rendimento,BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,2.28,PROVENTO,RENDIMENTO,BBGO11,BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,11.4,"{""entrada_saida"":""Credito"",""data"":""15/01/2025"",""movimentacao"":""Rendimento"",""produto"":""BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""2.28"",""valor_operacao"":""11.4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,15/01/2025,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,1.6,3.2,CREDITO,2025-01-15,Rendimento,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,1.6,PROVENTO,RENDIMENTO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,3.2,"{""entrada_saida"":""Credito"",""data"":""15/01/2025"",""movimentacao"":""Rendimento"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":""1.6"",""valor_operacao"":""3.2""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,15/01/2025,Rendimento,HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,0.95,3.8,CREDITO,2025-01-15,Rendimento,HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,0.95,PROVENTO,RENDIMENTO,HGCR11,PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,3.8,"{""entrada_saida"":""Credito"",""data"":""15/01/2025"",""movimentacao"":""Rendimento"",""produto"":""HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA."",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""0.95"",""valor_operacao"":""3.8""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,15/01/2025,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,0.78,3.9,CREDITO,2025-01-15,Rendimento,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,0.78,PROVENTO,RENDIMENTO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,3.9,"{""entrada_saida"":""Credito"",""data"":""15/01/2025"",""movimentacao"":""Rendimento"",""produto"":""TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""0.78"",""valor_operacao"":""3.9""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,15/01/2025,Rendimento,TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,1.1,4.4,CREDITO,2025-01-15,Rendimento,TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,1.1,PROVENTO,RENDIMENTO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4.4,"{""entrada_saida"":""Credito"",""data"":""15/01/2025"",""movimentacao"":""Rendimento"",""produto"":""TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""1.1"",""valor_operacao"":""4.4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/01/2025,Rendimento,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1,4,CREDITO,2025-01-14,Rendimento,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,1,PROVENTO,RENDIMENTO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,"{""entrada_saida"":""Credito"",""data"":""14/01/2025"",""movimentacao"":""Rendimento"",""produto"":""KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""1"",""valor_operacao"":""4""}",rendimento,aumenta,sem alteração,não altera,não,não,
Credito,14/01/2025,Rendimento,KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,0.09,49.5,CREDITO,2025-01-14,Rendimento,KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,0.09,PROVENTO,RENDIMENTO,KNSC11,KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,49.5,"{""entrada_saida"":""Credito"",""data"":""14/01/2025"",""movimentacao"":""Rendimento"",""produto"":""KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""550"",""preco_unitario"":""0.09"",""valor_operacao"":""49.5""}",rendimento,aumenta,sem alteração,não altera,não,não,
