data_evento,categoria_evento,operacao,entrada_saida,ticker,ativo_nome,instituicao,quantidade,preco_unitario,valor_total,impacto_caixa,impacto_posicao,impacto_custo_medio,revisao_manual,inconsistencia_qtd_preco_valor,status_importacao,motivo_revisar,linha_origem,origem_data,origem_movimentacao,origem_produto,origem_instituicao,origem_quantidade,origem_preco_unitario,origem_valor_operacao,auditoria_valor_original
2024-11-28,subscrição,SUBSCRICAO_DIREITO,CREDITO,HGBS12,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,0,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,745,28/11/2024,Direito de Subscrição,HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,0,-,-,"{""entrada_saida"":""Credito"",""data"":""28/11/2024"",""movimentacao"":""Direito de Subscrição"",""produto"":""HGBS12 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2024-11-25,direito de subscrição não exercido,SUBSCRICAO_NAO_EXERCIDA,DEBITO,HTMX12,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,0,,,sem alteração,reduz direito,não altera,TRUE,FALSE,REVISAR,revisao_manual,746,25/11/2024,Direitos de Subscrição - Não Exercido,HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,0,-,-,"{""entrada_saida"":""Debito"",""data"":""25/11/2024"",""movimentacao"":""Direitos de Subscrição - Não Exercido"",""produto"":""HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""0"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2024-11-22,cessão de direitos,CESSAO_DIREITOS,CREDITO,HTMX12,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,750,22/11/2024,Cessão de Direitos,HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,-,-,"{""entrada_saida"":""Credito"",""data"":""22/11/2024"",""movimentacao"":""Cessão de Direitos"",""produto"":""HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2024-11-22,cessão de direitos,CESSAO_DIREITOS_SOLICITADA,DEBITO,HTMX12,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,,,depende da operação,altera direitos,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,751,22/11/2024,Cessão de Direitos - Solicitada,HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,-,-,"{""entrada_saida"":""Debito"",""data"":""22/11/2024"",""movimentacao"":""Cessão de Direitos - Solicitada"",""produto"":""HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2024-11-08,subscrição,SUBSCRICAO_DIREITO,CREDITO,HTMX12,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,,,reduz em exercício,aumenta se exercida,altera,TRUE,FALSE,REVISAR,revisao_manual,762,08/11/2024,Direito de Subscrição,HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,-,-,"{""entrada_saida"":""Credito"",""data"":""08/11/2024"",""movimentacao"":""Direito de Subscrição"",""produto"":""HTMX12 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":"" - "",""valor_operacao"":"" - ""}"
2024-11-01,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.23,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,764,01/11/2024,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,"{""entrada_saida"":""Credito"",""data"":""01/11/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}"
2024-10-07,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S.A.,26,0.06,1.34,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,780,07/10/2024,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S/A,26,0.06,1.34,"{""entrada_saida"":""Credito"",""data"":""07/10/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""26"",""preco_unitario"":""0.06"",""valor_operacao"":""1.34""}"
2024-10-07,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.06,0.51,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,782,07/10/2024,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.06,0.51,"{""entrada_saida"":""Credito"",""data"":""07/10/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""10"",""preco_unitario"":""0.06"",""valor_operacao"":""0.51""}"
2024-10-01,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.23,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,784,01/10/2024,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BBGO11,BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,79.28,396.4,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,785,01/10/2024,Transferência - Liquidação,BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,5,79.28,396.4,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BBGO11 - BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""79.28"",""valor_operacao"":""396.4""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,BCIA11,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA,NU INVEST CORRETORA DE VALORES S.A.,4,93.96,375.84,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,786,01/10/2024,Transferência - Liquidação,BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA,NU INVEST CORRETORA DE VALORES S.A.,4,93.96,375.84,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""BCIA11 - BRADESCO CARTEIRA IMOBILIÁRIA ATIVA"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""93.96"",""valor_operacao"":""375.84""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,CPTS11,CAPITANIA SECURITIES II FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,51,7.84,399.84,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,787,01/10/2024,Transferência - Liquidação,CPTS11 - CAPITANIA SECURITIES II FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,51,7.84,399.84,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""CPTS11 - CAPITANIA SECURITIES II FDO INV IMOB - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""51"",""preco_unitario"":""7.84"",""valor_operacao"":""399.84""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HABT11,HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,5,86.6,433,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,788,01/10/2024,Transferência - Liquidação,HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII,NU INVEST CORRETORA DE VALORES S.A.,5,86.6,433,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HABT11 - HABITAT RECEBÍVEIS PULVERIZADOS - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""86.6"",""valor_operacao"":""433""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,201.96,403.92,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,789,01/10/2024,Transferência - Liquidação,HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB,NU INVEST CORRETORA DE VALORES S.A.,2,201.96,403.92,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":""201.96"",""valor_operacao"":""403.92""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HGCR11,PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,101.6,406.4,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,790,01/10/2024,Transferência - Liquidação,HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,NU INVEST CORRETORA DE VALORES S.A.,4,101.6,406.4,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HGCR11 - PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA."",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""101.6"",""valor_operacao"":""406.4""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,199.26,398.52,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,791,01/10/2024,Transferência - Liquidação,HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST,NU INVEST CORRETORA DE VALORES S.A.,2,199.26,398.52,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""HTMX11 - FDO INV IMOB - FII HOTEL MAXINVEST"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""2"",""preco_unitario"":""199.26"",""valor_operacao"":""398.52""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,KNCA11,KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,103.11,412.44,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,792,01/10/2024,Transferência - Liquidação,KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO,NU INVEST CORRETORA DE VALORES S.A.,4,103.11,412.44,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""KNCA11 - KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""103.11"",""valor_operacao"":""412.44""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,MXRF11,MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,9.97,398.8,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,793,01/10/2024,Transferência - Liquidação,MXRF11 - MAXI RENDA FDO INV IMOB - FII,NU INVEST CORRETORA DE VALORES S.A.,40,9.97,398.8,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""MXRF11 - MAXI RENDA FDO INV IMOB - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""9.97"",""valor_operacao"":""398.8""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,8.28,405.72,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,794,01/10/2024,Transferência - Liquidação,RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,NU INVEST CORRETORA DE VALORES S.A.,49,8.28,405.72,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""RBRX11 - RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""49"",""preco_unitario"":""8.28"",""valor_operacao"":""405.72""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,RZAK11,RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,79.1,395.5,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,795,01/10/2024,Transferência - Liquidação,RZAK11 - RIZA AKIN FDO. INV. IMOB. FII,NU INVEST CORRETORA DE VALORES S.A.,5,79.1,395.5,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""RZAK11 - RIZA AKIN FDO. INV. IMOB. FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""79.1"",""valor_operacao"":""395.5""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,SNAG11,SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,10.02,400.8,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,796,01/10/2024,Transferência - Liquidação,SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO,NU INVEST CORRETORA DE VALORES S.A.,40,10.02,400.8,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""SNAG11 - SUNO AGRO - FIAGRO-IMOBILIARIO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""40"",""preco_unitario"":""10.02"",""valor_operacao"":""400.8""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,TEPP11,TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,87.2,436,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,797,01/10/2024,Transferência - Liquidação,TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB,NU INVEST CORRETORA DE VALORES S.A.,5,87.2,436,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""TEPP11 - TELLUS PROPERTIES - FDO INV. IMOB"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5"",""preco_unitario"":""87.2"",""valor_operacao"":""436""}"
2024-10-01,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,TGAR11,FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,111.87,447.48,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,798,01/10/2024,Transferência - Liquidação,TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL,NU INVEST CORRETORA DE VALORES S.A.,4,111.87,447.48,"{""entrada_saida"":""Credito"",""data"":""01/10/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4"",""preco_unitario"":""111.87"",""valor_operacao"":""447.48""}"
2024-09-27,outro,REVISAR,CREDITO,LCA,24I02490726 - BANCO ABC-BRASIL S.A.,NU INVEST CORRETORA DE VALORES S.A.,5000,1,5000,indeterminado,indeterminado,indeterminado,TRUE,FALSE,REVISAR,revisao_manual;categoria_outro,799,27/09/2024,COMPRA / VENDA,LCA - 24I02490726 - BANCO ABC-BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,5000,1,5000,"{""entrada_saida"":""Credito"",""data"":""27/09/2024"",""movimentacao"":""COMPRA / VENDA"",""produto"":""LCA - 24I02490726 - BANCO ABC-BRASIL S/A"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5000"",""preco_unitario"":""1"",""valor_operacao"":""5000""}"
2024-09-27,outro,REVISAR,CREDITO,LCA,24I02490726 - BANCO ABC-BRASIL S.A.,NU INVEST CORRETORA DE VALORES S.A.,5000,1,5000,indeterminado,indeterminado,indeterminado,TRUE,FALSE,REVISAR,revisao_manual;categoria_outro,800,27/09/2024,COMPRA / VENDA,LCA - 24I02490726 - BANCO ABC-BRASIL S/A,NU INVEST CORRETORA DE VALORES S.A.,5000,1,5000,"{""entrada_saida"":""Credito"",""data"":""27/09/2024"",""movimentacao"":""COMPRA / VENDA"",""produto"":""LCA - 24I02490726 - BANCO ABC-BRASIL S/A"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""5000"",""preco_unitario"":""1"",""valor_operacao"":""5000""}"
2024-09-24,vencimento,VENCIMENTO,DEBITO,CDB,CDB6249MCH3 - NU FINANCEIRA S.A. SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,NU INVEST CORRETORA DE VALORES S.A.,4000,,,aumenta,encerra posição do título,não altera,TRUE,FALSE,REVISAR,revisao_manual,801,24/09/2024,VENCIMENTO,CDB - CDB6249MCH3 - NU FINANCEIRA SA SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,NU INVEST CORRETORA DE VALORES S.A.,4000,-,-,"{""entrada_saida"":""Debito"",""data"":""24/09/2024"",""movimentacao"":""VENCIMENTO"",""produto"":""CDB - CDB6249MCH3 - NU FINANCEIRA SA SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""4000"",""preco_unitario"":"" -"",""valor_operacao"":"" -""}"
2024-09-16,vencimento,VENCIMENTO,DEBITO,CDB,CDB6246IB4C - NU FINANCEIRA S.A. SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,NU INVEST CORRETORA DE VALORES S.A.,6000,,,aumenta,encerra posição do título,não altera,TRUE,FALSE,REVISAR,revisao_manual,802,16/09/2024,VENCIMENTO,CDB - CDB6246IB4C - NU FINANCEIRA SA SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,NU INVEST CORRETORA DE VALORES S.A.,6000,-,-,"{""entrada_saida"":""Debito"",""data"":""16/09/2024"",""movimentacao"":""VENCIMENTO"",""produto"":""CDB - CDB6246IB4C - NU FINANCEIRA SA SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""6000"",""preco_unitario"":"" -"",""valor_operacao"":"" -""}"
2024-09-10,transferência/liquidação,TRANSFERENCIA_LIQUIDACAO,CREDITO,KNSC11,KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,9.2,5060,depende da direção,pode alterar,pode alterar,TRUE,FALSE,REVISAR,revisao_manual,803,10/09/2024,Transferência - Liquidação,KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII,NU INVEST CORRETORA DE VALORES S.A.,550,9.2,5060,"{""entrada_saida"":""Credito"",""data"":""10/09/2024"",""movimentacao"":""Transferência - Liquidação"",""produto"":""KNSC11 - KINEA SECURITIES FDO. DE INV. IMOB. - FII"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""550"",""preco_unitario"":""9.2"",""valor_operacao"":""5060""}"
2024-09-04,juros sobre capital próprio,JCP,CREDITO,VALE3,VALE S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,3,2.094,5.34,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,804,04/09/2024,Juros Sobre Capital Próprio,VALE3 - VALE S.A.,GENIAL INSTITUCIONAL CCTVM S/A,3,2.094,5.34,"{""entrada_saida"":""Credito"",""data"":""04/09/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""VALE3 - VALE S.A."",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""3"",""preco_unitario"":""2.094"",""valor_operacao"":""5.34""}"
2024-09-02,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.23,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,805,02/09/2024,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,"{""entrada_saida"":""Credito"",""data"":""02/09/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}"
2024-08-01,juros sobre capital próprio,JCP,CREDITO,BBDC4,BANCO BRADESCO S.A.,GENIAL INSTITUCIONAL CCTVM S.A.,14,0.019,0.23,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,806,01/08/2024,Juros Sobre Capital Próprio,BBDC4 - BANCO BRADESCO S/A,GENIAL INSTITUCIONAL CCTVM S/A,14,0.019,0.23,"{""entrada_saida"":""Credito"",""data"":""01/08/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""BBDC4 - BANCO BRADESCO S/A"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""14"",""preco_unitario"":""0.019"",""valor_operacao"":""0.23""}"
2024-07-16,vencimento,VENCIMENTO,DEBITO,CDB,CDB124661K5 - BANCO C6 CONSIGNADO S.A,NU INVEST CORRETORA DE VALORES S.A.,11000,,,aumenta,encerra posição do título,não altera,TRUE,FALSE,REVISAR,revisao_manual,807,16/07/2024,VENCIMENTO,CDB - CDB124661K5 - BANCO C6 CONSIGNADO S.A,NU INVEST CORRETORA DE VALORES S.A.,11000,-,-,"{""entrada_saida"":""Debito"",""data"":""16/07/2024"",""movimentacao"":""VENCIMENTO"",""produto"":""CDB - CDB124661K5 - BANCO C6 CONSIGNADO S.A"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""11000"",""preco_unitario"":"" -"",""valor_operacao"":"" -""}"
2024-07-05,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S.A.,26,0.051,1.14,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,809,05/07/2024,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",GENIAL INSTITUCIONAL CCTVM S/A,26,0.051,1.14,"{""entrada_saida"":""Credito"",""data"":""05/07/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""GENIAL INSTITUCIONAL CCTVM S/A"",""quantidade"":""26"",""preco_unitario"":""0.051"",""valor_operacao"":""1.14""}"
2024-07-05,juros sobre capital próprio,JCP,CREDITO,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.051,0.44,aumenta,sem alteração,não altera,TRUE,TRUE,REVISAR,revisao_manual;inconsistencia_qtd_preco_valor,810,05/07/2024,Juros Sobre Capital Próprio,"B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO",NU INVEST CORRETORA DE VALORES S.A.,10,0.051,0.44,"{""entrada_saida"":""Credito"",""data"":""05/07/2024"",""movimentacao"":""Juros Sobre Capital Próprio"",""produto"":""B3SA3 - B3 S.A. - BRASIL, BOLSA, BALCÃO"",""instituicao"":""NU INVEST CORRETORA DE VALORES S.A."",""quantidade"":""10"",""preco_unitario"":""0.051"",""valor_operacao"":""0.44""}"
